"Data Source","World Development Indicators",

"Last Updated Date","2023-12-18",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022",
"Colombia","COL","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","74.6287140955712","85.4275785704029","83.0430113239211","82.1644308413744","76.7209132075085","62.0543156106234","63.7410863823297","62.2118253390669","60.8495355752557","63.12032958479","67.675400484081","69.8832455295369","70.1709726241374","57.2925607973552","48.525426693309","42.8957763612084","40.8646505564463","39.712208639696","36.8364366129257","35.6930758343931","34.4942938820122","35.5934489205592","35.9089822627757","33.35356924499","28.5852331937392","27.1287644105246","26.0404224330995","25.4344883492702","26.231325159933","25.7534726366066","24.2427633844347","27.4843651251417","",
"Colombia","COL","Internally displaced persons, new displacement associated with disasters (number of cases)","VC.IDP.NWDS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","63000","9100","3000000","149000","71000","11000","20000","4600","31000","25000","67000","36000","64000","32000","281000",
"Colombia","COL","Voice and Accountability: Percentile Rank, Upper Bound of 90% Confidence Interval","VA.PER.RNK.UPPER","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","44","","48.2587051391602","","47.7611923217773","","45.2736320495605","42.7860679626465","46.6346168518066","47.5961532592773","46.6346168518066","47.1153831481934","49.038459777832","48.8151664733887","48.8151664733887","53.051643371582","54.4600944519043","52.582160949707","53.694580078125","54.1871910095215","56.1576347351074","57.1428565979004","59.7087364196777","59.9033813476563","57.0048294067383","57.0048294067383","58.937198638916",
"Colombia","COL","Voice and Accountability: Estimate","VA.EST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-0.510942339897156","","-0.344189405441284","","-0.438140958547592","","-0.416357487440109","-0.429242461919785","-0.318785130977631","-0.322521358728409","-0.172736719250679","-0.165321603417397","-0.165922626852989","-0.149577632546425","-0.132357180118561","-0.0597142279148102","-0.0639913454651833","-0.0812788382172585","-0.0433012023568153","0.00393945025280118","0.121845424175262","0.112486682832241","0.172091424465179","0.204610735177994","0.143143579363823","0.094382107257843","0.166357532143593",
"Colombia","COL","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","360292045","475948292","492118044","451119242","433809511","565873207","773381765","762807179","823794430","766932657","692526482","603546790","753151214","689645045","735048087","883404294",
"Colombia","COL","Merchandise exports to low- and middle-income economies within region (% of total merchandise exports)","TX.VAL.MRCH.WR.ZS","1.18177911474001","1.65479200183866","1.70075349838536","1.87877432341758","2.69876002917578","4.21854673852444","6.26724477729602","4.02039615610904","4.95014245014245","6.23665451200683","7.16373667092099","11.8259196641987","10.4379061413808","8.89810578526532","12.0793414236037","11.3666573506656","8.20051310601321","6.77303984456536","4.30329893240778","5.16683862390095","6.25968525305299","7.63598220176967","5.61080532509381","5.58351407161132","5.85295950513617","5.68475233919858","5.25339901632154","6.42505135105011","6.06114458634547","5.83862423068232","5.60639106765043","9.2099273304521","12.0443365133548","11.7660577583822","12.7980378700134","15.5382428549653","15.6672732646833","15.9204320755123","15.5362188464147","13.5078009131848","14.5360930913941","16.1849412947058","18.8939825993966","19.6292080267358","20.4448377281298","19.9979879241148","17.1409790301129","15.394466411169","14.8802969350653","14.2171013065893","16.9298152961121","15.102096615004","13.9618542240579","13.8249101860359","13.4205568406829","17.6055342009335","18.3358466222178","20.5543606432511","21.323089691903","21.7884180482874","20.9270134735385","","",
"Colombia","COL","Merchandise exports to low- and middle-income economies in South Asia (% of total merchandise exports)","TX.VAL.MRCH.R5.ZS","","","","","","0.0185839063371121","","","0.0178062678062678","0.0114976511941132","","0.00437241298898152","0.00232495960382688","0.0145379911916877","0.00425803704492229","0.00749824472907479","0.00286972043183553","","0.0115255174957356","","0.0235869992518102","0.000338369397871656","0.000323203071721994","0.0714294990844037","0.00114870899467861","0.426588726231405","0.000587387613170014","0.000398070155884273","9.9503636061869E-05","0.00821090533231665","0.0249160885673812","0.0239419726114327","0.0420104350692408","0.0129810105401241","0.344344671975211","0.0532907878068557","0.133106048754013","0.169603815702843","0.0890171676821153","0.0744335526264803","0.13184707966071","0.0324865243679861","0.0700174283648727","0.0700256490292763","0.139262998393406","0.140609632226689","0.338965016305119","0.279656075349385","0.0528160164256354","1.5095524149392","1.00853411645462","1.31869679806797","2.28966740590826","5.09265752144128","5.10227273857546","1.47758255789781","0.725422410038028","0.788431090284575","1.32761615838269","0.886924334979591","2.56595283416761","","",
"Colombia","COL","Merchandise exports to low- and middle-income economies in East Asia & Pacific (% of total merchandise exports)","TX.VAL.MRCH.R1.ZS","0.0214868929952729","","","","","0.111503438022672","","0.0588350656991567","0.0925925925925926","0.0443480831772938","0.00548945338767892","0.00437241298898152","0.347581460772119","0.0504553811946808","0.0127741111347669","0.00681658611734071","0.157260679664587","0.0247507394283404","0.020745931492324","0.136563121339642","0.152935059664963","0.123166460825283","0.269228158744421","0.0931830283510175","0.143875801583495","0.0174577564530344","0.044641458600921","0.052545260576724","0.312222509234932","0.0783104279863895","0.176690429881564","0.378473708911177","0.13996398741471","0.140119739418631","0.0834360519927044","0.455687970608938","0.193324704605895","0.223032668426243","0.198688854965367","0.270710792348825","0.347627962365564","0.3044564057607","0.393746366725776","0.781645448267794","0.960791749389684","1.27240812336264","2.01005916591359","2.81060639484455","1.33105228375356","3.15134682992278","5.3723275823464","3.73350505555079","6.29729908118864","9.01312926552955","10.6761932153575","5.70606089447295","4.25954842058399","5.00234200405827","9.01671307200162","11.8834761357266","9.28452124853636","","",
"Colombia","COL","Merchandise exports to economies in the Arab World (% of total merchandise exports)","TX.VAL.MRCH.AL.ZS","","","","","0.0364697301239971","0.0743356253484482","0.0197083169097359","0.0392233771327711","0.144230769230769","0.16917972471338","0.0397985370606722","0.075788491809013","0.149959894446834","0.271945952879805","0.215030870768576","0.190182752673806","0.259996671124299","0.233481975274011","1.66691913038324","1.44323756869516","1.51590854331258","1.13150726648282","0.767607295339735","1.00618189846621","1.52376248144117","1.88318508319184","0.206760439835845","0.491616642517077","1.31697042473326","0.122213514094324","0.268014993171198","0.454497066003766","0.754672793648623","0.696611768312991","0.566222150231173","0.384617123152933","0.285910089695905","0.21412029117662","0.142033175612105","0.327509161184606","0.156968646573106","0.115500279134994","0.263737299763689","0.334555091163979","0.299451568367339","0.209037722583318","0.164476538895086","0.240788796475823","0.137432789252995","0.466344767134204","0.330887803664758","0.222913439542748","0.153788690272703","0.251416417259455","0.449677537638727","0.345636408098782","0.44796322573808","0.496788601222241","0.603778586219888","0.901826244475156","1.48335359696211","","",
"Colombia","COL","ICT goods exports (% of total goods exports)","TX.VAL.ICTG.ZS.UN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.1173995015","0.1610448219","0.2100765825","0.2302455615","0.3036069188","0.2475013928","0.2554730089","0.1470790627","0.1498813447","0.222752624","0.1491306478","0.0975476736","0.1214667266","0.1544121668","0.1763528598","0.235013369","0.2847041454","0.2513180801","0.2135832873","0.2736990558","0.4396241158","0.2891834252","",
